,movie,imdb_id,genre,image_url
64,The Invisible Guest,tt4857264,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt4857264&h=600&apikey=7c8ba5e4
65,Dog Day Afternoon,tt0072890,"['Biography', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0072890&h=600&apikey=7c8ba5e4
66,Dogville,tt0276919,"['Crime', ' Drama']",http://img.omdbapi.com/?i=tt0276919&h=600&apikey=7c8ba5e4
67,Papillon,tt0070511,"['Biography', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0070511&h=600&apikey=7c8ba5e4
68,Chungking Express,tt0109424,"['Comedy', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0109424&h=600&apikey=7c8ba5e4
69,Butch Cassidy and the Sundance Kid,tt0064115,"['Biography', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0064115&h=600&apikey=7c8ba5e4
70,The Night of the Hunter,tt0048424,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0048424&h=600&apikey=7c8ba5e4
71,The Maltese Falcon,tt0033870,"['Crime', ' Film-Noir', ' Mystery']",http://img.omdbapi.com/?i=tt0033870&h=600&apikey=7c8ba5e4
72,Infernal Affairs,tt0338564,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0338564&h=600&apikey=7c8ba5e4
73,Touch of Evil,tt0052311,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0052311&h=600&apikey=7c8ba5e4
74,Elite Squad,tt0861739,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0861739&h=600&apikey=7c8ba5e4
75,Out of the Past,tt0039689,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0039689&h=600&apikey=7c8ba5e4
76,Kind Hearts and Coronets,tt0041546,"['Comedy', ' Crime']",http://img.omdbapi.com/?i=tt0041546&h=600&apikey=7c8ba5e4
77,A Short Film About Killing,tt0095468,"['Crime', ' Drama']",http://img.omdbapi.com/?i=tt0095468&h=600&apikey=7c8ba5e4
78,Trouble in Paradise,tt0023622,"['Comedy', ' Crime', ' Romance']",http://img.omdbapi.com/?i=tt0023622&h=600&apikey=7c8ba5e4
79,Knives Out,tt8946378,"['Comedy', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt8946378&h=600&apikey=7c8ba5e4
80,Fantastic Mr. Fox,tt0432283,"['Animation', ' Adventure', ' Comedy']",http://img.omdbapi.com/?i=tt0432283&h=600&apikey=7c8ba5e4
81,True Romance,tt0108399,"['Crime', ' Drama', ' Romance']",http://img.omdbapi.com/?i=tt0108399&h=600&apikey=7c8ba5e4
82,The Blues Brothers,tt0080455,"['Action', ' Adventure', ' Comedy']",http://img.omdbapi.com/?i=tt0080455&h=600&apikey=7c8ba5e4
83,In Bruges,tt0780536,"['Comedy', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0780536&h=600&apikey=7c8ba5e4
84,Mystic River,tt0327056,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0327056&h=600&apikey=7c8ba5e4
85,Carlito's Way,tt0106519,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt0106519&h=600&apikey=7c8ba5e4
86,Bound by Honor,tt0106469,"['Crime', ' Drama']",http://img.omdbapi.com/?i=tt0106469&h=600&apikey=7c8ba5e4
87,The Killing,tt0049406,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0049406&h=600&apikey=7c8ba5e4
88,The Raid 2,tt2265171,"['Action', ' Crime', ' Thriller']",http://img.omdbapi.com/?i=tt2265171&h=600&apikey=7c8ba5e4
89,Dancer in the Dark,tt0168629,"['Crime', ' Drama', ' Musical']",http://img.omdbapi.com/?i=tt0168629&h=600&apikey=7c8ba5e4
90,The Big Sleep,tt0038355,"['Crime', ' Film-Noir', ' Mystery']",http://img.omdbapi.com/?i=tt0038355&h=600&apikey=7c8ba5e4
91,Once Were Warriors,tt0110729,"['Crime', ' Drama']",http://img.omdbapi.com/?i=tt0110729&h=600&apikey=7c8ba5e4
92,Rope,tt0040746,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0040746&h=600&apikey=7c8ba5e4
93,Strangers on a Train,tt0044079,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0044079&h=600&apikey=7c8ba5e4
94,In Cold Blood,tt0061809,"['Biography', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0061809&h=600&apikey=7c8ba5e4
95,Arsenic and Old Lace,tt0036613,"['Comedy', ' Crime', ' Thriller']",http://img.omdbapi.com/?i=tt0036613&h=600&apikey=7c8ba5e4
96,Mildred Pierce,tt0037913,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0037913&h=600&apikey=7c8ba5e4
97,The Thin Man,tt0025878,"['Comedy', ' Crime', ' Mystery']",http://img.omdbapi.com/?i=tt0025878&h=600&apikey=7c8ba5e4
98,The Big Heat,tt0045555,"['Crime', ' Film-Noir', ' Thriller']",http://img.omdbapi.com/?i=tt0045555&h=600&apikey=7c8ba5e4
99,Angels with Dirty Faces,tt0029870,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0029870&h=600&apikey=7c8ba5e4
100,Night and the City,tt0042788,"['Crime', ' Film-Noir', ' Mystery']",http://img.omdbapi.com/?i=tt0042788&h=600&apikey=7c8ba5e4
101,Who Killed Captain Alex?,tt1813757,"['Action', ' Crime', ' Mystery']",http://img.omdbapi.com/?i=tt1813757&h=600&apikey=7c8ba5e4
102,The Roaring Twenties,tt0031867,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0031867&h=600&apikey=7c8ba5e4
103,John Wick: Chapter 4,tt10366206,"['Action', ' Crime', ' Thriller']",http://img.omdbapi.com/?i=tt10366206&h=600&apikey=7c8ba5e4
104,The Batman,tt1877830,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt1877830&h=600&apikey=7c8ba5e4
105,The Gentlemen,tt8367814,"['Action', ' Comedy', ' Crime']",http://img.omdbapi.com/?i=tt8367814&h=600&apikey=7c8ba5e4
106,The Hateful Eight,tt3460252,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt3460252&h=600&apikey=7c8ba5e4
107,The Irishman,tt1302006,"['Biography', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt1302006&h=600&apikey=7c8ba5e4
108,Nightcrawler,tt2872718,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt2872718&h=600&apikey=7c8ba5e4
109,The Girl with the Dragon Tattoo,tt1568346,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt1568346&h=600&apikey=7c8ba5e4
110,The Untouchables,tt0094226,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt0094226&h=600&apikey=7c8ba5e4
111,A Bronx Tale,tt0106489,"['Crime', ' Drama']",http://img.omdbapi.com/?i=tt0106489&h=600&apikey=7c8ba5e4
112,Taken,tt0936501,"['Action', ' Crime', ' Thriller']",http://img.omdbapi.com/?i=tt0936501&h=600&apikey=7c8ba5e4
113,The Fugitive,tt0106977,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0106977&h=600&apikey=7c8ba5e4
114,Captain Phillips,tt1535109,"['Action', ' Biography', ' Crime']",http://img.omdbapi.com/?i=tt1535109&h=600&apikey=7c8ba5e4
115,American Gangster,tt0765429,"['Biography', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0765429&h=600&apikey=7c8ba5e4
116,Big Hero 6,tt2245084,"['Animation', ' Action', ' Adventure']",http://img.omdbapi.com/?i=tt2245084&h=600&apikey=7c8ba5e4
117,Boyz n the Hood,tt0101507,"['Crime', ' Drama']",http://img.omdbapi.com/?i=tt0101507&h=600&apikey=7c8ba5e4
118,The Day of the Jackal,tt0069947,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt0069947&h=600&apikey=7c8ba5e4
119,The Girl with the Dragon Tattoo,tt1132620,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt1132620&h=600&apikey=7c8ba5e4
120,Mississippi Burning,tt0095647,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0095647&h=600&apikey=7c8ba5e4
121,The King of Comedy,tt0085794,"['Comedy', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0085794&h=600&apikey=7c8ba5e4
122,Changeling,tt0824747,"['Biography', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0824747&h=600&apikey=7c8ba5e4
123,Gaslight,tt0036855,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0036855&h=600&apikey=7c8ba5e4
124,The Best Offer,tt1924396,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt1924396&h=600&apikey=7c8ba5e4
125,Batman: Mask of the Phantasm,tt0106364,"['Animation', ' Action', ' Adventure']",http://img.omdbapi.com/?i=tt0106364&h=600&apikey=7c8ba5e4
126,Fury,tt0027652,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0027652&h=600&apikey=7c8ba5e4
127,Lilya 4-Ever,tt0300140,"['Crime', ' Drama']",http://img.omdbapi.com/?i=tt0300140&h=600&apikey=7c8ba5e4
128,Cowboy Bebop: The Movie,tt0275277,"['Animation', ' Action', ' Crime']",http://img.omdbapi.com/?i=tt0275277&h=600&apikey=7c8ba5e4
129,The Asphalt Jungle,tt0042208,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0042208&h=600&apikey=7c8ba5e4
130,The Killer,tt0097202,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0097202&h=600&apikey=7c8ba5e4
131,Badla,tt8130968,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt8130968&h=600&apikey=7c8ba5e4
132,Brother,tt0118767,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0118767&h=600&apikey=7c8ba5e4
133,Ernest & Celestine,tt1816518,"['Animation', ' Adventure', ' Comedy']",http://img.omdbapi.com/?i=tt1816518&h=600&apikey=7c8ba5e4
134,Monsieur Verdoux,tt0039631,"['Comedy', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0039631&h=600&apikey=7c8ba5e4
135,Knockin' on Heaven's Door,tt0119472,"['Action', ' Crime', ' Comedy']",http://img.omdbapi.com/?i=tt0119472&h=600&apikey=7c8ba5e4
136,Birdman of Alcatraz,tt0055798,"['Biography', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0055798&h=600&apikey=7c8ba5e4
137,Bang Bang You're Dead,tt0288439,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt0288439&h=600&apikey=7c8ba5e4
138,Sicario,tt3397884,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt3397884&h=600&apikey=7c8ba5e4
139,Man on Fire,tt0328107,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0328107&h=600&apikey=7c8ba5e4
140,Zodiac,tt0443706,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0443706&h=600&apikey=7c8ba5e4
141,Wind River,tt5362988,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt5362988&h=600&apikey=7c8ba5e4
142,Ocean's Eleven,tt0240772,"['Crime', ' Thriller']",http://img.omdbapi.com/?i=tt0240772&h=600&apikey=7c8ba5e4
143,Primal Fear,tt0117381,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0117381&h=600&apikey=7c8ba5e4
144,Blue Velvet,tt0090756,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0090756&h=600&apikey=7c8ba5e4
145,3:10 to Yuma,tt0381849,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0381849&h=600&apikey=7c8ba5e4
146,Training Day,tt0139654,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0139654&h=600&apikey=7c8ba5e4
147,"O Brother, Where Art Thou?",tt0190590,"['Adventure', ' Comedy', ' Crime']",http://img.omdbapi.com/?i=tt0190590&h=600&apikey=7c8ba5e4
148,Donnie Brasco,tt0119008,"['Biography', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0119008&h=600&apikey=7c8ba5e4
149,Who Framed Roger Rabbit,tt0096438,"['Animation', ' Adventure', ' Comedy']",http://img.omdbapi.com/?i=tt0096438&h=600&apikey=7c8ba5e4
150,Crash,tt0375679,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt0375679&h=600&apikey=7c8ba5e4
151,Road to Perdition,tt0257044,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt0257044&h=600&apikey=7c8ba5e4
152,Lucky Number Slevin,tt0425210,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt0425210&h=600&apikey=7c8ba5e4
153,Serpico,tt0070666,"['Biography', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0070666&h=600&apikey=7c8ba5e4
154,Dirty Harry,tt0066999,"['Action', ' Crime', ' Thriller']",http://img.omdbapi.com/?i=tt0066999&h=600&apikey=7c8ba5e4
155,Glengarry Glen Ross,tt0104348,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0104348&h=600&apikey=7c8ba5e4
156,The French Connection,tt0067116,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0067116&h=600&apikey=7c8ba5e4
157,This Is England,tt0480025,"['Crime', ' Drama']",http://img.omdbapi.com/?i=tt0480025&h=600&apikey=7c8ba5e4
158,Bonnie and Clyde,tt0061418,"['Action', ' Biography', ' Crime']",http://img.omdbapi.com/?i=tt0061418&h=600&apikey=7c8ba5e4
159,Run Lola Run,tt0130827,"['Action', ' Crime', ' Thriller']",http://img.omdbapi.com/?i=tt0130827&h=600&apikey=7c8ba5e4
160,Miller's Crossing,tt0100150,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt0100150&h=600&apikey=7c8ba5e4
161,Badlands,tt0069762,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0069762&h=600&apikey=7c8ba5e4
162,Breathless,tt0053472,"['Crime', ' Drama']",http://img.omdbapi.com/?i=tt0053472&h=600&apikey=7c8ba5e4
163,The Man from Nowhere,tt1527788,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt1527788&h=600&apikey=7c8ba5e4
164,Down by Law,tt0090967,"['Comedy', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0090967&h=600&apikey=7c8ba5e4
165,Bad Day at Black Rock,tt0047849,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0047849&h=600&apikey=7c8ba5e4
166,Hard Boiled,tt0104684,"['Action', ' Crime', ' Thriller']",http://img.omdbapi.com/?i=tt0104684&h=600&apikey=7c8ba5e4
167,Purple Noon,tt0054189,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt0054189&h=600&apikey=7c8ba5e4
168,Scarface,tt0023427,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0023427&h=600&apikey=7c8ba5e4
169,Key Largo,tt0040506,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0040506&h=600&apikey=7c8ba5e4
170,The Killers,tt0038669,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0038669&h=600&apikey=7c8ba5e4
171,Scarlet Street,tt0038057,"['Crime', ' Drama', ' Film-Noir']",http://img.omdbapi.com/?i=tt0038057&h=600&apikey=7c8ba5e4
172,Character,tt0119448,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0119448&h=600&apikey=7c8ba5e4
173,American Psycho,tt0144084,"['Crime', ' Drama', ' Horror']",http://img.omdbapi.com/?i=tt0144084&h=600&apikey=7c8ba5e4
174,Baby Driver,tt3890160,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt3890160&h=600&apikey=7c8ba5e4
175,RoboCop,tt0093870,"['Action', ' Crime', ' Sci-Fi']",http://img.omdbapi.com/?i=tt0093870&h=600&apikey=7c8ba5e4
176,Kick-Ass,tt1250777,"['Action', ' Comedy', ' Crime']",http://img.omdbapi.com/?i=tt1250777&h=600&apikey=7c8ba5e4
177,Minority Report,tt0181689,"['Action', ' Crime', ' Mystery']",http://img.omdbapi.com/?i=tt0181689&h=600&apikey=7c8ba5e4
178,Hell or High Water,tt2582782,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt2582782&h=600&apikey=7c8ba5e4
179,The Godfather Part III,tt0099674,"['Crime', ' Drama']",http://img.omdbapi.com/?i=tt0099674&h=600&apikey=7c8ba5e4
180,Inside Man,tt0454848,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0454848&h=600&apikey=7c8ba5e4
181,My Cousin Vinny,tt0104952,"['Comedy', ' Crime']",http://img.omdbapi.com/?i=tt0104952&h=600&apikey=7c8ba5e4
182,Traffic,tt0181865,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt0181865&h=600&apikey=7c8ba5e4
183,Enter the Dragon,tt0070034,"['Action', ' Crime', ' Thriller']",http://img.omdbapi.com/?i=tt0070034&h=600&apikey=7c8ba5e4
184,Lethal Weapon,tt0093409,"['Action', ' Crime', ' Thriller']",http://img.omdbapi.com/?i=tt0093409&h=600&apikey=7c8ba5e4
185,After Hours,tt0088680,"['Comedy', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0088680&h=600&apikey=7c8ba5e4
186,Gone Baby Gone,tt0452623,"['Crime', ' Drama', ' Mystery']",http://img.omdbapi.com/?i=tt0452623&h=600&apikey=7c8ba5e4
187,Falling Down,tt0106856,"['Action', ' Crime', ' Drama']",http://img.omdbapi.com/?i=tt0106856&h=600&apikey=7c8ba5e4
188,Despicable Me,tt1323594,"['Animation', ' Adventure', ' Comedy']",http://img.omdbapi.com/?i=tt1323594&h=600&apikey=7c8ba5e4
189,Eastern Promises,tt0765443,"['Crime', ' Drama', ' Thriller']",http://img.omdbapi.com/?i=tt0765443&h=600&apikey=7c8ba5e4
190,The Raid: Redemption,tt1899353,"['Action', ' Crime', ' Thriller']",http://img.omdbapi.com/?i=tt1899353&h=600&apikey=7c8ba5e4
